Title,Authors,Year,Source/Venue,URL,Brief Description/Keywords
"A Birds Eye View on Knowledge Graph Embeddings, Software Libraries, Applications and Challenges","Satvik Garg,Debapriya Basu Roy",2022,arXiv,https://arxiv.org/pdf/2205.09088v1.pdf,"Satvik Garg Department of Computer Science Jaypee University of Information Technology SolanIndia Dwaipayan Roy Department of Computational and Data Sciences Indian Institute of Science, Education and..."
A Comprehensive Survey on Automatic Knowledge Graph Construction,"Lingfeng Zhong,Jia Wu,Qian Li,Hao Peng,Xindong Wu",2023,arXiv,https://export.arxiv.org/pdf/2302.05019v1.pdf,Lingfeng Zhong Jia Wu Qian Li Hao Peng Xindong Wu LINGFENG ZHONG Macquarie University Australia JIA WU Macquarie University Australia HAO PENG QIAN LI Beihang University China XINDONG WU Beihang Unive...
A systematic literature review of knowledge graph construction and ...,,2024,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2405844024014142,"View PDF Under a Creative Commons license Open access Abstract In the dynamic landscape of modern education, the search for improved pedagogical methods, enriched learning experiences, and empowered e..."
Structural Entropy Guided Agent for Detecting and Repairing Knowledge Deficiencies in LLMs,12 May 2025,2025,arXiv,https://arxiv.org/abs/2505.07184,[View PDF](https://arxiv.org/pdf/2505.07184) [HTML (experimental)](https://arxiv.org/html/2505.07184v1) > Abstract:Large language models (LLMs) have achieved unprecedented performance by leveraging va...
Morescient GAI for Software Engineering,Marcus Kessel marcus.kessel@uni-mannheim.de,2024,arXiv,https://arxiv.org/html/2406.04710v1,# Morescient GAI for Software Engineering Marcus Kessel [marcus.kessel@uni-mannheim.de](mailto:marcus.kessel@uni-mannheim.de) and Colin Atkinson [colin.atkinson@uni-mannheim.de](mailto:colin.atkinson@...
A systematic literature review of knowledge graph construction and ...,,2024,ResearchGate,https://www.researchgate.net/publication/377903557_A_systematic_literature_review_of_knowledge_graph_construction_and_application_in_education,"In the dynamic landscape of modern education, the search for improved pedagogical methods, enriched learning experiences, and empowered educators remains a perpetual pursuit. In recent years, a remark..."
Knowledge Management System with NLP-Assisted Annotations: A Brief Survey and Outlook,Baihan Lin,2022,arXiv,https://export.arxiv.org/pdf/2206.07304v2.pdf,"Knowledge Management System with NLP-Assisted Annotations: A Brief Survey and Outlook Baihan Lin1,∗ 1Columbia University, New York, NY 10027, USA Abstract Knowledge management systems (KMS) are in hig..."
Knowledge Graph Modeling-Driven Large Language Model Operating System (LLM OS) for Task Automation in Process Engineering Problem-Solving,"Sakhinana Sagar Srinivas1, Vijay Sri Vaikunth2, Venkataramana Runkana1 corresponding author.",2024,arXiv,https://arxiv.org/html/2408.14494v1,"# Knowledge Graph Modeling-Driven Large Language Model Operating System (LLM OS) for Task Automation in Process Engineering Problem-Solving Sakhinana Sagar Srinivas1, Vijay Sri Vaikunth2, Venkataraman..."
Personal Research Knowledge Graphs,Chakraborty; Prantika; Dutta; Sudakshina; Sanyal; Debarshi Kumar,2022,arXiv,https://arxiv.org/abs/2204.11428,"Download PDF Abstract: Maintaining research-related information in an organized manner can be challenging for a researcher. In this paper, we envision personal research knowledge graphs (PRKGs) as a m..."
KSG: Knowledge and Skill Graph,"Feng Zhao,Ziqi Zhang,Donglin Wang",2022,arXiv,https://export.arxiv.org/pdf/2209.05698v1.pdf,Feng Zhao zhaofeng@westlake.edu.cn Ziqi Zhang Donglin Wang wangdonglin@westlake.edu.cn Feng Zhao Ziqi Zhang Donglin Wang Westlake University Hangzhou ZhejiangChina Westlake University Hangzhou Zhejian...
"Knowledge Graphs in Practice: Characterizing their Users, Challenges, and Visualization Opportunities","Harry Li,Gabriel Appleby,Camelia Daniela Brumar,Remco Chang,Ashley Suh",2024,arXiv,https://export.arxiv.org/pdf/2304.01311v3.pdf,"Harry Li Gabriel Appleby Camelia Daniela Brumar Remco Chang Ashley Suh Knowledge Graphs in Practice: Characterizing their Users, Challenges, and Visualization Opportunities Index Terms-Knowledge graph..."
Divide and Conquer the EmpiRE: A Community-Maintainable Knowledge Graph of Empirical Research in Requirements Engineering,"Oliver Karras,Felix Wernlein,Jil Klunder,S. Auer",2023,arXiv,https://arxiv.org/pdf/2306.16791.pdf,Divide and Conquer the EmpiRE: A Community-Maintainable Knowledge Graph of Empirical Research in Requirements Engineering Oliver Karras oliver.karras@tib.eu Felix Wernlein felix.wernlein@stud.uni-hann...
"Agents in Software Engineering: Survey, Landscape, and Vision","*Corresponding author: Yanlin Wang, wangylin36@mail.sysu.edu.cn",2024,arXiv,https://arxiv.org/html/2409.09030v1,"# Agents in Software Engineering: Survey, Landscape, and Vision Yanxian Huang1, Wanjun Zhong1, Ensheng Shi2, Min Yang3, Jiachi Chen1, Hui Li4, Yuchi Ma5, Qianxiang Wang5, Zibin Zheng1, Yanlin Wang1 1S..."
Overview of Current Challenges in Multi-Architecture Software Engineering and a Vision for the Future,28 Oct 2024,2024,arXiv,https://arxiv.org/abs/2410.20984,# Computer Science > Software Engineering **arXiv:2410.20984** (cs) \[Submitted on 28 Oct 2024\] # Title:Overview of Current Challenges in Multi-Architecture Software Engineering and a Vision for the ...
Knowledge Graphs: Opportunities and Challenges,"Osborne, Francesco",2023,Springer,https://link.springer.com/article/10.1007/s10462-023-10465-9?error=cookies_not_supported&code=89784e2e-9e50-48f1-8339-541f71f77290,## 1 Introduction Knowledge plays a vital role in human existence and development. Learning and representing human knowledge are crucial tasks in artificial intelligence (AI) research. While humans ar...
Web of Scholars: A Scholar Knowledge Graph,"Jiaying Liu,Jing Ren,Wei-Jun Zheng,Lianhua Chi,Ivan Lee,Feng Xia",2022,arXiv,https://arxiv.org/pdf/2202.11311v1.pdf,Jiaying Liu jiaying_liu@outlook.com Jing Ren Wenqing Zheng Lianhua Chi l.chi@latrobe.edu.au Ivan Lee ivan.lee@unisa.edu.au Feng Xia f.xia@ieee.org Jiaying Liu Jing Ren Wenqing Zheng Lianhua Chi Ivan L...
Knowledge Graphs: Opportunities and Challenges - PubMed,"Ciyuan Peng 1 ,",2023,PubMed,https://pubmed.ncbi.nlm.nih.gov/37362886/,"Clipboard, Search History, and several other advanced features are temporarily unavailable. [Skip to main page content](https://pubmed.ncbi.nlm.nih.gov/37362886/#article-details) ![Dot gov](https://ww..."
Personal Knowledge Graphs | Proceedings of the 2019 ACM SIGIR International Conference on Theory of Information Retrieval,"Authors: Krisztian Balog, Tom Kenter",2019,ACM Digital Library,https://dl.acm.org/doi/10.1145/3341981.3344241,Personal Knowledge Graphs: A Research Agenda Authors Info &amp; Claims Published: 26 September 2019 Publication History Personal Knowledge Graphs: A Research Agenda Pages 217 - 220 Abstract References...
A comprehensive survey of personal knowledge graphs,,2023,Other,https://typeset.io/pdf/a-comprehensive-survey-of-personal-knowledge-graphs-1xz6ez6mjz.pdf,"FOCUS ARTICLE A comprehensive survey of personal knowledge graphs Prantika Chakraborty | Debarshi Kumar Sanyal School of Mathematical and Computational Sciences, Indian Association for the Cultivation..."
Applying Personal Knowledge Graphs to Health,"Sola Shirai,Oshani Seneviratne,Deborah L. McGuinness",2021,arXiv,https://arxiv.org/pdf/2104.07587v1.pdf,Sola Shirai Rensselaer Polytechnic Institute TroyNew YorkUSA Oshani Seneviratne Rensselaer Polytechnic Institute TroyNew YorkUSA Deborah L Mcguinness Rensselaer Polytechnic Institute TroyNew YorkUSA A...
KNOW: A Real-World Ontology for Knowledge Capture with Large Language Models,30 May 2024,2024,arXiv,https://arxiv.org/abs/2405.19877,[View PDF](https://arxiv.org/pdf/2405.19877) [HTML (experimental)](https://arxiv.org/html/2405.19877v1) > Abstract:We present KNOW--the Knowledge Navigator Ontology for the World--the first ontology d...
Identifying and Consolidating Knowledge Engineering Requirements,,2023,arXiv,https://arxiv.org/pdf/2306.15124.pdf,"Identifying and Consolidating Knowledge Engineering Requirements Bradley P. Allen University of Amsterdam Amsterdam, The Netherlands b.p.allen@uva.nl Filip Ilievski USC Information Sciences Institute ..."
MARK: Memory Augmented Refinement of Knowledge,8 May 2025,2025,arXiv,https://arxiv.org/abs/2505.05177,[View PDF](https://arxiv.org/pdf/2505.05177) > Abstract:Large Language Models (LLMs) assist in specialized tasks but struggle to align with evolving domain knowledge without costly fine-tuning. Domain...
A Lightweight Multi-Expert Generative Language Model System for Engineering Information and Knowledge Extraction,27 May 2025,2025,arXiv,https://arxiv.org/abs/2505.21109,[View PDF](https://arxiv.org/pdf/2505.21109) [HTML (experimental)](https://arxiv.org/html/2505.21109v1) > Abstract:Despite recent advancements in domain adaptation techniques for large language models...
KERL: Knowledge-Enhanced Personalized Recipe Recommendation using Large Language Models,20 May 2025,2025,arXiv,https://arxiv.org/abs/2505.14629,[View PDF](https://arxiv.org/pdf/2505.14629) [HTML (experimental)](https://arxiv.org/html/2505.14629v1) > Abstract:Recent advances in large language models (LLMs) and the abundance of food data have r...
AGENTiGraph: An Interactive Knowledge Graph Platform for LLM-based Chatbots Utilizing Private Data,15 Oct 2024,2024,arXiv,https://arxiv.org/abs/2410.11531,"Authors: [Xinjie Zhao](https://arxiv.org/search/cs?searchtype=author&query=Zhao,+X), [Moritz Blum](https://arxiv.org/search/cs?searchtype=author&query=Blum,+M), [Rui Yang](https://arxiv.org/search/cs?..."
Knowledge-Enhanced Program Repair for Data Science Code,13 Feb 2025,2025,arXiv,https://arxiv.org/abs/2502.09771,"[View PDF](https://arxiv.org/pdf/2502.09771) [HTML (experimental)](https://arxiv.org/html/2502.09771v1) > Abstract:This paper introduces DSrepair, a knowledge-enhanced program repair method designed t..."
SENAI: Towards Software Engineering Native Generative Artificial Intelligence,19 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.15282,"[View PDF](https://arxiv.org/pdf/2503.15282) [HTML (experimental)](https://arxiv.org/html/2503.15282v1) > Abstract:Large Language Models have significantly advanced the field of code generation, demon..."
Enhancing Repository-Level Software Repair via Repository-Aware Knowledge Graphs,27 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.21710,# Computer Science > Software Engineering **arXiv:2503.21710** (cs) \[Submitted on 27 Mar 2025\] # Title:Enhancing Repository-Level Software Repair via Repository-Aware Knowledge Graphs Authors: [Boya...
DepsRAG: Towards Agentic Reasoning and Planning for Software Dependency Management,"30 May 2024 , last revised 22 Oct 2024 (this version, v5)",2024,arXiv,https://arxiv.org/abs/2405.20455,"# Computer Science > Software Engineering **arXiv:2405.20455** (cs) \[Submitted on 30 May 2024 ( [v1](https://arxiv.org/abs/2405.20455v1)), last revised 22 Oct 2024 (this version, v5)\] # Title:DepsRA..."
Knowledge graph construction and application in geosciences,,2022,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0098300422000450,View PDF View Open Manuscript Under a Creative Commons license Open access Highlights • Background and fundamental concepts of knowledge graphs (KGs) are introduced. • Workflows and best practices of ...
ICLR 2025 Papers,,2025,Other,https://iclr.cc/virtual/2025/papers.html,- [Browse](http://iclr.cc/iclr.cc#tab-browse) - [Visualization](https://iclr2025.vizhub.ai/) Layout:
ReGraP-LLaVA: Reasoning enabled Graph-based Personalized Large Language and Vision Assistant,6 May 2025,2025,arXiv,https://arxiv.org/abs/2505.03654,"View PDF HTML (experimental) Abstract: Recent advances in personalized MLLMs enable effective capture of user-specific concepts, supporting both recognition of personalized concepts and contextual cap..."
Unifying Large Language Models and Knowledge Graphs: A Roadmap,,2024,arXiv,https://ar5iv.labs.arxiv.org/html/2306.08302,"# Unifying Large Language Models and Knowledge Graphs: A Roadmap Shirui Pan, _Senior Member, IEEE_, Linhao Luo, Yufei Wang, Chen Chen, Jiapu Wang, Xindong Wu, Fellow, IEEEShirui Pan is with the School..."
Code Digital Twin: Empowering LLMs with Tacit Knowledge for Complex Software Maintenance,11 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.07967,[View PDF](https://arxiv.org/pdf/2503.07967) [HTML (experimental)](https://arxiv.org/html/2503.07967v1) > Abstract:While large language models (LLMs) have demonstrated promise in software engineering ...
A framework for creating knowledge graphs of scientific software metadata,"Aidan Kelley,Daniel Garijo",2021,Other,https://direct.mit.edu/qss/article-pdf/2/4/1423/1986122/qss_a_00167.pdf,Aidan Kelley Washington University in St. Louis St. LouisUSA Daniel Garijo Information Sciences Institute University of Southern California Los AngelesUSA A framework for creating knowledge graphs of ...
Knowledge Graph Building Blocks: An easy-to-use Framework for developing FAIREr Knowledge Graphs,"Lars Vogt,Marcel Konrad,Manuel Prinz",2023,arXiv,https://export.arxiv.org/pdf/2304.09029v1.pdf,Lars Vogt correspondingauthor:lars.m.vogt@gmail.com Leibniz Information Centre for Science and Technology Welfengarten 1B30167HanoverGermany Knowledge Graph Building Blocks: An easy-to-use Framework f...
"Making knowledge graphs work for smart manufacturing: Research topics, applications and prospects",,2024,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0278612524001572,- View **PDF** Under a Creative Commons [license](http://creativecommons.org/licenses/by/4.0/) Open access ## Highlights - • Knowledge graph (KG) and KG techniques tackling smart manufacturing (SM) ch...
Towards Top-Down Automated Development in Limited Scopes: A Neuro-Symbolic Framework from Expressibles to Executables,"Jun Gu,Harald C. Gall",2023,arXiv,https://export.arxiv.org/pdf/2209.01566v4.pdf,Jian Gu jian.gu@monash.edu Harald C Gall gall@ifi.uzh.ch Jian Gu Harald C Gall Monash University Melbourne Australia ACM Reference Format University of Zurich Zurich Switzerland Towards Top-Down Autom...
SKG: A Versatile Information Retrieval and Analysis Framework for Academic Papers with Semantic Knowledge Graphs,"Yamei Tu, Rui Qiu, Han-Wei Shen",2023,arXiv,https://arxiv.org/pdf/2306.04758.pdf,[We gratefully acknowledge support from\ \ the Simons Foundation and member institutions.](https://confluence.cornell.edu/x/ALlRF)
Preliminary Studies to Bridge the Gap: Leveraging Informal Software Architecture Artifacts for Structured Model Creation,Luis Rabelo,2024,MDPI,https://www.mdpi.com/2078-2489/15/10/642,Next Article in Journal [Phishing and the Human Factor: Insights from a Bibliometric Analysis](https://www.mdpi.com/2078-2489/15/10/643) Next Article in Special Issue [Clustering Visual Similar Object...
AI-CTO: Knowledge graph for automated and dependable software stack solution,,2021,Other,https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs200899,You are viewing a javascript disabled version of the site. Please enable Javascript for this site to function properly. [Go to header](https://content.iospress.com/articles/journal-of-intelligent-and-...
Defining a Knowledge Graph Development Process Through a Systematic Review,GrothPaul,2023,ACM Digital Library,https://dl.acm.org/doi/10.1145/3522586,"![logo](data:,) ## This website uses cookies We occasionally run membership recruitment campaigns on social media channels and use cookies to track post-clicks. We also share information about your us..."
Linked Data Science Powered by Knowledge Graphs,"Mossad Helali,Shubham Vashisth,Philippe Carrier,Katja Hose,Essam Mansour",2024,arXiv,https://export.arxiv.org/pdf/2303.02204v2.pdf,[![Cornell University](https://static.arxiv.org/icons/cu/cornell-reduced-white-SMALL.svg)](https://www.cornell.edu/) [We gratefully acknowledge support from\ \ the Simons Foundation and member institu...
,,2023,arXiv,https://arxiv.org/pdf/2302.11509.pdf,[We gratefully acknowledge support from\ \ the Simons Foundation and member institutions.](https://confluence.cornell.edu/x/ALlRF)
Incremental Analysis of Legacy Applications Using Knowledge Graphs for Application Modernization,11 May 2025,2025,arXiv,https://arxiv.org/abs/2505.06885,"[View PDF](https://arxiv.org/pdf/2505.06885) > Abstract:Industries such as banking, telecom, and airlines - o6en have large so6ware systems that are several decades old. Many of these systems are writ..."
Designing a System Architecture for Dynamic Data Collection as a Foundation for Knowledge Modeling in Industry,Markus Wagner,2025,MDPI,https://www.mdpi.com/2076-3417/15/9/5081,"## 1\. Introduction In the data-driven economy of Industry 4.0, the ability to efficiently collect, analyze, and utilize data is crucial for competitiveness and innovation \[ [1](http://www.mdpi.com/w..."
Knowledge Graphs and Their Reciprocal Relationship with Large Language Models,Enayat Rajabi,2025,MDPI,https://www.mdpi.com/2504-4990/7/2/38,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessSystematic Review by Ramandeep Singh Dehal †, Mehak Sharma † and Enayat Rajabi \* Management Science Department, Cape Breton University,..."
"Knowledge Net: Model and System for Accumulation, Representation, and Use of Knowledge","Olga  Tushkanova, St. Petersburg Institute for Informatics and Automation of RAS, 14 th Line V.O., 3",2019,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2405896319313291,[Skip to main content](https://www.sciencedirect.com/science/article/pii/S2405896319313291#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/pii/S240589631931...
Towards a Reference Software Architecture for Human-AI Teaming in Smart Manufacturing,,2022,arXiv,https://arxiv.org/pdf/2201.04876v5.pdf,"Towards a Reference Software Architecture for Human-AI Teaming in Smart Manufacturing Philipp Haindl philipp.haindl@scch.at Software Competence Center Hagenberg Hagenberg, Austria Georg Buchgeher geor..."
,,2019,arXiv,https://arxiv.org/pdf/2102.02922v1.pdf,"Towards a Flexible System Architecture for Automated Knowledge Base Construction Frameworks Osman Din Massachusetts Institute of Technology Cambridge, MA https://orcid.org/0000-0001-6507-2468 Abstract..."
KnowCoder-V2: Deep Knowledge Analysis,7 Jun 2025,2025,arXiv,https://arxiv.org/abs/2506.06881,"Authors: [Zixuan Li](https://arxiv.org/search/cs?searchtype=author&query=Li,+Z), [Wenxuan Liu](https://arxiv.org/search/cs?searchtype=author&query=Liu,+W), [Long Bai](https://arxiv.org/search/cs?searc..."
Towards a knowledge driven framework for bridging the gap between software and data engineering,T.R. Gruber,2019,ScienceDirect,https://www.sciencedirect.com/science/article/abs/pii/S0164121218302772,[Skip to main content](https://www.sciencedirect.com/science/article/abs/pii/S0164121218302772#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/abs/pii/S0164...
A Decade of Scholarly Research on Open Knowledge Graphs,"22 Jun 2023 (this version), latest version 26 Mar 2024 (v3)",2023,arXiv,https://arxiv.org/abs/2306.13186v1,[View PDF](https://arxiv.org/pdf/2306.13186v1) > Abstract:The proliferation of open knowledge graphs has led to a surge in scholarly research on the topic over the past decade. This paper presents a b...
Enabling knowledge discovery in natural hazard engineering datasets on DesignSafe,"Chahak Mehta,Krishna Kumar",2023,arXiv,https://export.arxiv.org/pdf/2304.11273v1.pdf,Chahak Mehta University of Texas at Austin USA Krishna Kumar University of Texas at Austin USA Enabling knowledge discovery in Natural Hazard Engineering datasets on DesignSafe CCS Concepts: • Softwar...
,,2023,arXiv,https://arxiv.org/pdf/2306.11489,"JOURNAL OF LATEX CLASS FILES, VOL. 14, NO. 8, AUGUST 2021 1 Give Us the Facts: Enhancing Large Language Models with Knowledge Graphs for Fact-aware Language Modeling Linyao Yang, Hongyang Chen, Senior..."
"Generative AI for Software Architecture. Applications, Trends, Challenges, and Future Directions",17 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.13310,[View PDF](https://arxiv.org/pdf/2503.13310) [HTML (experimental)](https://arxiv.org/html/2503.13310v1) > Abstract:Context: Generative Artificial Intelligence (GenAI) is transforming much of software ...
Microsoft Word - IEEE_Software_Connecting_the_Dots_of_Knowledge_in_Agile_Software_Development-3.docx,,2023,arXiv,https://export.arxiv.org/pdf/2306.05742v1.pdf,Month Published by the IEEE Computer Society Publication Name 1 K Abstract—This article discusses the importance of managing knowledge as a resource due to its great potential to create economic value...
Unifying context with labeled property graph: A pipeline-based system for comprehensive text representation in NLP,"O. Abend, A. Rappoport",2024,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0957417423027719,[Skip to main content](https://www.sciencedirect.com/science/article/pii/S0957417423027719#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/pii/S095741742302...
Knowledge-Based Version Incompatibility Detection for Deep Learning,"Zhao Zhong-kai,Kou, Bonan,Ibrahim, Mohamed Yilmaz,Muhao Chen,Tianyi Zhang",2023,arXiv,https://export.arxiv.org/pdf/2308.13276v2.pdf,Zhongkai Zhao zhongkai.zhaok@gmail.com Bonan Kou koub@purdue.edu Mohamed Yilmaz Ibrahim ibrahi35@purdue.edu Muhao Chen muhchen@ucdavis.edu Tianyi Zhang tianyi@purdue.edu Zhongkai Zhao Bonan Kou Mohame...
"Knowledge Graph Construction: Extraction, Learning, and Evaluation",Yuchul Jung,2025,MDPI,https://www.mdpi.com/2076-3417/15/7/3727,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessReview by Seungmin Choi 1 and Yuchul Jung 2,\* 1 Department of Computer Engineering, Kumoh National Institute of Technology, Gumi-si 391..."
Explore-Construct-Filter: An Automated Framework for Rich and Reliable API Knowledge Graph Construction,19 Feb 2025,2025,arXiv,https://arxiv.org/abs/2502.13412,# Computer Science > Software Engineering **arXiv:2502.13412** (cs) \[Submitted on 19 Feb 2025\] # Title:Explore-Construct-Filter: An Automated Framework for Rich and Reliable API Knowledge Graph Cons...
Intelligent bug fixing with software bug knowledge graph,"Cheng  Zhou, Yangzhou University Yang zhou, China, canorcheng@foxmail.com",2018,ACM Digital Library,https://dl.acm.org/doi/10.1145/3236024.3275428,"![logo](data:,) ## This website uses cookies We occasionally run membership recruitment campaigns on social media channels and use cookies to track post-clicks. We also share information about your us..."
A solution and practice for combining multi-source heterogeneous data to construct enterprise knowledge graph,"Chenwei Yan, Xinyue Fang, Xiaotong Huang, Chenyi Guo, Ji Wu",2023,Other,https://www.frontiersin.org/journals/big-data/articles/10.3389/fdata.2023.1278153/full,"## 1\. Introduction A comprehensive understanding of enterprises and their associations is vital in the financial domain, as it benefits several real-world applications, such as fraud detection, risk ..."
Graph‐based Assessment and Analysis of System Architecture Models,"Leonard  Petnga, University of Alabama in Huntsville Huntsville, 35899, AL, leonard.petnga@uah.edu",1451,Other,https://incose.onlinelibrary.wiley.com/doi/10.1002/j.2334-5837.2019.00644.x,Graph‐based Assessment and Analysis of System Architecture Models - Petnga - 2019 - INCOSE International Symposium - Wiley Online Library Opens in a new windowOpens an external websiteOpens an externa...
A Novel Paper Recommendation Method Empowered by Knowledge Graph: for Research Beginners,"Bangchao Wang,Ziyang Weng,Yanping Wang",2021,arXiv,https://arxiv.org/pdf/2103.08819v1.pdf,Bangchao Wang School of Mathematics and Computer Science Wuhan Textile University WuhanChina School of Computer Science Wuhan University WuhanChina Ziyang Weng School of Information Management Wuhan U...
BEKG: A Built Environment Knowledge Graph,"Xiao-Jun Yang,Haoyu Zhong,Penglin Du,Keping Zhou,Xingjin Lai,Zhengdong Wang,Yik Lun Lau,Yangqiu Song",2022,arXiv,https://export.arxiv.org/pdf/2211.02864v1.pdf,Xiaojun Yang School of Information Engineering Guangdong University of Technology GuangzhouChina Haoyu Zhong School of Information Engineering Guangdong University of Technology GuangzhouChina Penglin...
Research on Driving Scenario Knowledge Graphs,Yier Lin,2024,MDPI,https://www.mdpi.com/2076-3417/14/9/3804,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessArticle by Ce Zhang , Liang Hong , Dan Wang , Xinchao Liu , Jinzhe Yang and Yier Lin \* College of Mechanical Engineering, Tianjin Unive..."
