Title,Authors,Year,Source/Venue,URL,Brief Description/Keywords
A Knowledge Graph-Enhanced Hidden Markov Model for Personalized Travel Routing: Integrating Spatial and Semantic Data in Urban Environments,Tao Wu,2025,MDPI,https://www.mdpi.com/2624-6511/8/3/75,"## 1\. Introduction Route recommendation has emerged as a pivotal research area in smart city systems, with increasing attention directed toward developing intelligent, personalized solutions \[ [1](h..."
"Gifts, Contexts, Means, and Ends Differing: Informing Task Scenarios to Serve Knowledge Workers’ Needs in Dynamic Complex Settings","Ulrich Schmitt, T. Grandon Gill",2020,Other,https://inform.nu/Articles/Vol23/ISJv23p119-145Schmitt6471.pdf,"Volume 23, 2020 Accepting Editor Robert W. Hammond │Received: June 3, 2020│Revised: September 6, November 11, 2020│ Accepted: November 14, 2020. Cite as: Schmitt, U., & Gill, T. G. (2020). Gifts, cont..."
"Agentic Publications: An LLM-Driven Framework for Interactive Scientific Publishing, Supplementing Traditional Papers with AI-Powered Knowledge Systems",19 May 2025,2025,arXiv,https://arxiv.org/abs/2505.13246,[View PDF](https://arxiv.org/pdf/2505.13246) > Abstract:The exponential growth of scientific literature presents significant challenges for researchers navigating the complex knowledge landscape. We p...
Patterns for Representing Knowledge Graphs to Communicate Situational Knowledge of Service Robots,"Shengchen  Zhang, shengchenzhang1207@gmail.com, Zixuan  Wang, zixuanwang@tongji.edu.cn, Chaoran  Che",2021,ACM Digital Library,https://dl.acm.org/doi/10.1145/3411764.3445767,"![logo](data:,) ## This website uses cookies We occasionally run membership recruitment campaigns on social media channels and use cookies to track post-clicks. We also share information about your us..."
Pattern-based design applied to cultural heritage knowledge graphs,,2021,Other,https://content.iospress.com/articles/semantic-web/sw200422,You are viewing a javascript disabled version of the site. Please enable Javascript for this site to function properly. [Go to header](https://content.iospress.com/articles/semantic-web/sw200422#heade...
Adoption of knowledge-graph best development practices for scalable and optimized manufacturing processes - PubMed,"M S Jawad 1 2 ,",2023,PubMed/PMC,https://pubmed.ncbi.nlm.nih.gov/36974325,"## Erratum in - [Corrigendum to ""Adoption of knowledge-graph best development practices for scalable and optimized manufacturing processes"" \[MethodsX Volume 10(2023) 102124\].](https://pubmed.ncbi.nl..."
Enhancing the Recommendation of Learning Resources for Learners via an Advanced Knowledge Graph,Mingyan Zhang,2025,MDPI,https://www.mdpi.com/2076-3417/15/8/4204,## 1\. Introduction An intelligent tutoring system (ITS) is an educational tool that leverages artificial intelligence and big data technologies to provide personalized learning support and services t...
Ubiquitous knowledge empowers the Smart Factory: The impacts of a Service-oriented Digital Twin on enterprises' performance,"Francesco Longo,Letizia Nicoletti,Antonio Padovano",2022,arXiv,https://arxiv.org/pdf/2206.03268v1.pdf,F Longo L Nicoletti A Padovano Ubiquitous knowledge empowers the Smart Factory: The impacts of a Service-oriented Digital Twin on enterprises' performance Annual Reviews in Control 47201910.1016/j.arc...
,,2023,arXiv,https://arxiv.org/pdf/2306.06230.pdf,[View PDF](https://arxiv.org/pdf/2306.06230) [HTML (experimental)](https://arxiv.org/html/2306.06230v3) > Abstract:The metaverse refers to the merger of technologies for providing a digital twin of th...
Affordable AI Assistants with Knowledge Graph of Thoughts,"3 Apr 2025 , last revised 23 Jun 2025 (this version, v4)",2025,arXiv,https://arxiv.org/abs/2504.02670,"Authors: [Maciej Besta](https://arxiv.org/search/cs?searchtype=author&query=Besta,+M), [Lorenzo Paleari](https://arxiv.org/search/cs?searchtype=author&query=Paleari,+L), [Jia Hao Andrea Jiang](https:/..."
The resurrection of digital triplet: A cognitive pillar of human-machine integration at the dawn of industry 5.0,"S. Abburu, A.J. Berre, M. Jacoby, D. Roman",2023,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1319157823004007,[Skip to main content](https://www.sciencedirect.com/science/article/pii/S1319157823004007#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/pii/S131915782300...
[PDF] Program Structure & Syllabus Bachelor of ... - Bennett University,Anshu Mishra,,Other,https://www.bennett.edu.in/wp-content/uploads/2025/03/Syllabus-Booklet_BTech-CSE_Global_2024-28.pdf,Program Structure & Syllabus Bachelor of Technology (Computer Science Engineering)/ Bachelor of Technology (Computer Science Engineering) Global Duration: 04 Years Batch: 2025-2029 School of Computer ...
[PDF] Untitled - White Rose Research Online,Sofia Duarte,,Other,https://eprints.whiterose.ac.uk/id/eprint/201087/8/EKSIG-Proceedings.pdf,Eksig 2023 “From Abstractness to Concreteness — experiential knowledge and the role of prototypes in design research” Proceedings MILANO 19.06 — 20.06 2023 k= eksig RY oc faiphorabopeenal Seciely DIPA...
