Title,Authors,Year,Source/Venue,URL,Brief Description/Keywords,Source_File,Domain_Category,Access_Type
A Secure Federated Learning framework using Homomorphic Encryption and Verifiable Computing,Multiple Authors,2021,IEEE,https://ieeexplore.ieee.org/document/9452005/,HE and verifiable computing framework,Privacy-Preserving Federated Learning,IEEE Xplore,institutional
Secure Federated Learning for Parkinson's Disease: Non-IID Data Partitioning and Homomorphic Encryption Strategies,Multiple Authors,2024,IEEE,https://ieeexplore.ieee.org/document/10666687/,Medical application with HE strategies,Privacy-Preserving Federated Learning,IEEE Xplore,institutional
Trading Off Privacy Utility and Efficiency in Federated Learning,Multiple Authors,2023,ACM TIST,https://dl.acm.org/doi/10.1145/3595185,Privacy-utility-efficiency tradeoff analysis,Privacy-Preserving Federated Learning,ACM Digital Library,institutional
Privacy and Fairness in Federated Learning: On the Perspective of Tradeoff,Multiple Authors,2023,ACM Computing Surveys,https://dl.acm.org/doi/10.1145/3606017,Comprehensive survey on privacy-fairness tradeoffs,Privacy-Preserving Federated Learning,ACM Digital Library,institutional
Balancing privacy and performance in federated learning: A systematic literature review,Multiple Authors,2024,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0743731524000820,Systematic review of privacy-performance balance,Privacy-Preserving Federated Learning,ScienceDirect,institutional
Privacy preservation in federated learning: An insightful survey from the GDPR perspective,Multiple Authors,2021,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0167404821002261,GDPR compliance survey for federated learning,Privacy-Preserving Federated Learning,ScienceDirect,institutional
Group verifiable secure aggregate federated learning based on secret sharing,Multiple Authors,2025,Nature Scientific Reports,https://www.nature.com/articles/s41598-025-94478-0,Secret sharing for verifiable secure aggregation,Privacy-Preserving Federated Learning,Nature,institutional
Large Scale Multimodal Data Capture Evaluation and Maintenance Framework for Autonomous Driving Datasets,Not specified,2020,IEEE Conference Publication,https://ieeexplore.ieee.org/document/9022151,Autonomous driving data collection framework with standardized evaluation methods,Multimodal Data Capture Standardization,IEEE Xplore,institutional
Lessons Learnt from a Multimodal Learning Analytics Deployment In-the-Wild,Not specified,2023,ACM Transactions on Computer-Human Interaction,https://dl.acm.org/doi/10.1145/3622784,MMLA deployment standards and consent frameworks for multimodal data research,Multimodal Data Capture Standardization,ACM Digital Library,institutional
Continuous multimodal data supply chain and expandable clinical decision support for oncology,Not specified,2025,npj Digital Medicine,https://www.nature.com/articles/s41746-025-01508-2,Healthcare multimodal data integration standards using HL7 FHIR and quality control protocols,Multimodal Data Capture Standardization,Nature,institutional
Multimodal sensor fusion in the latent representation space,Not specified,2022,Scientific Reports,https://www.nature.com/articles/s41598-022-24754-w,Standardized sensor fusion framework using deep learning and generative models,Multimodal Data Capture Standardization,Nature,institutional
Multimodal sensor fusion framework for residential building occupancy detection,Not specified,2021,ScienceDirect,https://www.sciencedirect.com/science/article/abs/pii/S0378778821011129,Framework unifying camera microphone and environmental sensor data using ensemble methods,Multimodal Data Capture Standardization,ScienceDirect,institutional
Guidelines for designing and building an automated multimodal textual annotation system,Not specified,2023,ACM Multimodal Interaction Conference,https://dl.acm.org/doi/10.1145/3610661.3616182,Guidelines for automated multimodal annotation systems with four use-cases and data collection protocols,Multimodal Data Capture Standardization,ACM Digital Library,institutional
InfoMAE: Pair-Efficient Cross-Modal Alignment for Multimodal Time-Series Sensing Signals,Not specified,2025,ACM Web Conference,https://dl.acm.org/doi/10.1145/3696410.3714853,Cross-modal alignment framework for multimodal SSL with information theory-based formulation,Multimodal Data Capture Standardization,ACM Digital Library,institutional
Blind Multimodal Quality Assessment of Low-Light Images,Not specified,2024,International Journal of Computer Vision,https://link.springer.com/article/10.1007/s11263-024-02239-9,BIQA framework for multimodal quality assessment in low-light applications with automated scoring,Multimodal Data Capture Standardization,Springer,institutional
An Ecosystem for Personal Knowledge Graphs: A Survey and Research Roadmap,Krisztian Balog et al.,2023,Journal of Web Semantics,https://www.sciencedirect.com/science/article/pii/S2666651024000044,Survey paper; PKG ecosystem; research roadmap; foundational concepts,Personal Knowledge Graphs,ScienceDirect,institutional
PKG API: A Tool for Personal Knowledge Graph Management,Nolwenn Bernard et al.,2024,ACM Web Conference,https://dl.acm.org/doi/10.1145/3589335.3651247,PKG management tool; natural language interface; API development,Personal Knowledge Graphs,ACM Digital Library,institutional
Personal Knowledge Graphs: Use Cases in e-learning Platforms,Elham Alatrash et al.,2022,ACM Web Conference,https://dl.acm.org/doi/10.1145/3487553.3524196,E-learning applications; educational technology; recommender systems,Personal Knowledge Graphs,ACM Digital Library,institutional
A Personal Knowledge Graph for Researchers,Himangshu Sarma et al.,2023,Forum for Information Retrieval Evaluation,https://dl.acm.org/doi/10.1145/3632754.3632773,Research management; academic workflow; knowledge organization,Personal Knowledge Graphs,ACM Digital Library,institutional
Personal Research Knowledge Graphs,Kaustav Chakraborty et al.,2022,ACM Web Conference,https://dl.acm.org/doi/10.1145/3487553.3524654,Research workflow; academic knowledge management; scholarly data,Personal Knowledge Graphs,ACM Digital Library,institutional
A Question-Answering Assistant over Personal Knowledge Graph,Lihui Liu et al.,2024,ACM SIGIR,https://dl.acm.org/doi/10.1145/3626772.3657665,Question answering; conversational AI; PKG applications,Personal Knowledge Graphs,ACM Digital Library,institutional
Learner Modeling and Recommendation of Learning Resources using Personal Knowledge Graphs,Elham Alatrash et al.,2024,Learning Analytics and Knowledge Conference,https://dl.acm.org/doi/10.1145/3636555.3636881,Learner modeling; educational recommendations; personalized learning,Personal Knowledge Graphs,ACM Digital Library,institutional
PKG: A Personal Knowledge Graph for Recommendation,Jiahao Zhang et al.,2022,ACM SIGIR,https://dl.acm.org/doi/10.1145/3477495.3531671,Recommendation systems; personalization; graph-based recommendations,Personal Knowledge Graphs,ACM Digital Library,institutional
User Behavior Enriched Temporal Knowledge Graphs for Sequential Recommendation,Unknown Authors,2024,ACM WSDM,https://dl.acm.org/doi/10.1145/3616855.3635762,Temporal KG; sequential recommendations; user behavior modeling,Personal Knowledge Graphs,ACM Digital Library,institutional
Recommendation System Based on Temporal Knowledge Graph Path Reasoning,Unknown Authors,2023,Power Communication Conference,https://dl.acm.org/doi/10.1145/3630138.3630436,Temporal reasoning; recommendation systems; path-based methods,Personal Knowledge Graphs,ACM Digital Library,institutional
Enhance Temporal Knowledge Graph Completion via Time-Aware Attention Graph Convolutional Network,Unknown Authors,2023,Springer,https://link.springer.com/chapter/10.1007/978-3-031-26390-3_8,Time-aware attention; GCN applications; temporal completion,Personal Knowledge Graphs,Springer,institutional
A novel customizing knowledge graph evaluation method for incorporating user needs,Unknown Authors,2024,Scientific Reports,https://www.nature.com/articles/s41598-024-60004-x,User-centric evaluation; KG assessment; personalization metrics,Personal Knowledge Graphs,Nature,institutional
Knowledge Graph Quality Management: A Comprehensive Survey,Unknown Authors,2022,IEEE TKDE,https://dl.acm.org/doi/10.1109/TKDE.2022.3150080,Quality assessment; KG evaluation; comprehensive survey,Personal Knowledge Graphs,ACM Digital Library,institutional
Personal Knowledge Graphs,Krisztian Balog,2019,ACM SIGIR,https://dl.acm.org/doi/10.1145/3341981.3344241,Foundational PKG concepts; theoretical framework; research agenda,Personal Knowledge Graphs,ACM Digital Library,institutional
StreamE: Learning to Update Representations for Temporal Knowledge Graphs in Streaming Scenarios,Jiasheng Zhang et al.,2023,SIGIR,https://dl.acm.org/doi/10.1145/3539618.3591772,Streaming updates for temporal knowledge graph representations,Temporal Knowledge Graphs,ACM Digital Library,institutional
Towards Temporal Knowledge Graph Embeddings with Arbitrary Time Precision,Lingjuan Zhang et al.,2020,CIKM,https://dl.acm.org/doi/abs/10.1145/3340531.3412028,Arbitrary time precision in temporal embeddings,Temporal Knowledge Graphs,ACM Digital Library,institutional
Temporal Knowledge Graph Reasoning Based on Evolutional Representation Learning,Zi Chen et al.,2021,SIGIR,https://dl.acm.org/doi/abs/10.1145/3404835.3462963,Evolutional representation learning for temporal reasoning,Temporal Knowledge Graphs,ACM Digital Library,institutional
A Novel Semantic-Enhanced Time-Aware Model for Temporal Knowledge Graph Completion,Liang Zhang et al.,2023,Springer LNCS,https://link.springer.com/chapter/10.1007/978-3-031-44696-2_12,Semantic enhancement for time-aware TKG completion,Temporal Knowledge Graphs,Springer,institutional
Learning temporal granularity with quadruplet networks for temporal knowledge graph completion,Kangzheng Liu et al.,2025,Nature Scientific Reports,https://www.nature.com/articles/s41598-025-00446-z,Quadruplet networks for temporal granularity learning,Temporal Knowledge Graphs,Nature,institutional
A Temporal Knowledge Graph Generation Dataset Supervised Distantly by Large Language Models,Yishan Li et al.,2025,Nature Scientific Data,https://www.nature.com/articles/s41597-025-05062-0,LLM-supervised dataset for temporal KG generation,Temporal Knowledge Graphs,Nature,institutional
A contrastive learning framework with dual gates and noise awareness for temporal knowledge graph reasoning,Yongquan He et al.,2025,Nature Scientific Reports,https://www.nature.com/articles/s41598-025-00314-w,Contrastive learning with dual gates for TKG reasoning,Temporal Knowledge Graphs,Nature,institutional
Electronic Health Record–Oriented Knowledge Graph System for ...,Yong Shang,2024,JMIR,https://www.jmir.org/2024/1/e54263/,"#### Original Paper - [Yong Shang1\*, PhD](https://www.jmir.org/search/searchResult?field%5B%5D=author&criteria%5B%5D=Yong+Shang); - [Yu Tian2,3\*, PhD](https://www.jmir.org/search/searchResult?field%...",Data Integration Challenges,JMIR,institutional
An open source knowledge graph ecosystem for the life sciences,"Hunter, Lawrence E.",2024,Nature,https://www.nature.com/articles/s41597-024-03171-w,"## Introduction The worldwide growth of biomedical data is exponential, with the volume of molecular data alone expected to surpass more than four exabytes by 2025[1](https://www.nature.com/articles/s...",Data Integration Challenges,Nature,institutional
Integrating Manifold Knowledge for Global Entity Linking with Heterogeneous Graphs,"Zhibin Chen,Yuting Wu,Yansong Feng,Dongyan Zhao",2021,MIT Press,https://direct.mit.edu/dint/article-pdf/4/1/20/1985039/dint_a_00116.pdf,Yuting Wu Zhibin Chen Wangxuan Institute of Computer Technology Peking University 100871BeijingChina Center for Data Science Peking University 100871BeijingChina Yuting Wu Wangxuan Institute of Comput...,Data Integration Challenges,MIT Press,institutional
Multimodal joint learning for personal knowledge base construction from Twitter-based lifelogs,"An-Zi  Yen, Hen-Hsen  Huang, Hsin-Hsi  Chen",2020,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0306457319303401,"People are used to log their life on social media platforms. In this paper, we aim to extract life events by leveraging both visual and textual information shared on Twitter and construct personal kno...",Data Integration Challenges,ScienceDirect,institutional
Intelligent Approach for Heterogeneous Data Integration: Information Processes Analysis Engine in Clinical Remote Monitoring Systems,"Mikhail  Khovrichev, ITMO University, Saint-Petersburg, Russia, Liubov  Elkhovskaya, ITMO University",2019,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S187705091931107X,Abstract The paper presents a research project which aimed to design and develop an intelligent approach for the integration of heterogeneous data and knowledge sources in personalized healthcare. The...,Data Integration Challenges,ScienceDirect,institutional
Dealing With Data Heterogeneity in a Data Fusion Perspective,"Federica  Mandreoli, Manuela  Montangero",2019,ScienceDirect,https://www.sciencedirect.com/science/article/pii/B9780444639844000090,"Abstract Dealing with multiple manifestations of the same real-world entity across several data sources is a very common challenge for many modern applications, including life science applications. Th...",Data Integration Challenges,ScienceDirect,institutional
"Integration of Knowledge and Task Management in an Evolving, Communication-intensive Environment","Gerd  Hübscher, Verena  Geist, verena.geist@scch.at, Dagmar  Auer, dagmar.auer@jku.at, Nicole  Hübsc",2020,ACM Digital Library,https://dl.acm.org/doi/10.1145/3428757.3429260,"Digitalisation of knowledge work, especially in communication-intensive domains is one of the greatest challenges, but also one of the greatest opportunities to improve today's working environments. T...",Data Integration Challenges,ACM Digital Library,institutional
Integrating Functional Status Information into Knowledge Graphs to Support Self-Health Management,"Mauro Dragoni,Tania Bailoni,Ivan Donadello,Jean-Claude Martin,Helena Lindgren",2023,MIT Press,https://direct.mit.edu/dint/article-pdf/doi/10.1162/dint_a_00203/2072379/dint_a_00203.pdf,Mauro Dragoni dragoni@fbk.eu. Mauro Dragoni Fondazione Bruno Kessler TrentoItaly † Tania Bailoni Fondazione Bruno Kessler TrentoItaly Ivan Donadello Free University of Bolzano BolzanoItaly Jean-Claude...,Data Integration Challenges,MIT Press,institutional
Integrating Historical Person Registers as Linked Open Data in the WarSampo Knowledge Graph,Mikko Koho,2020,Springer,https://link.springer.com/content/pdf/10.1007/978-3-030-59833-4_8.pdf?error=cookies_not_supported&code=6c7d0cb9-c272-453a-a65a-516b35c862f3,"Integrating Historical Person Registers as Linked Open Data in the WarSampo Knowledge Graph Mikko Koho1,2(B), Petri Leskinen1, and Eero Hyv¨onen1,2 1 Semantic Computing Research Group (SeCo), Aalto Un...",Data Integration Challenges,Springer,institutional
Knowledge graph-based data integration system for digital twins of ...,,2023,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0926580523003692,- View **PDF** Under a Creative Commons [license](http://creativecommons.org/licenses/by-nc/4.0/) Open access ## Highlights - • Digital twin requirements for built assets in the built environment. - •...,Data Integration Challenges,ScienceDirect,institutional
Knowledge Graphs: Opportunities and Challenges,"Osborne, Francesco",2023,Springer,https://link.springer.com/article/10.1007/s10462-023-10465-9,## 1 Introduction Knowledge plays a vital role in human existence and development. Learning and representing human knowledge are crucial tasks in artificial intelligence (AI) research. While humans ar...,Data Integration Challenges,Springer,institutional
Digital twin system for manufacturing processes based on a multi ...,"Jiang, Dongsheng",2025,Nature,https://www.nature.com/articles/s41598-024-85053-0,"## Introduction Against the backdrop of Industry 4.0 and smart manufacturing, enterprises are grappling with challenges such as increasing production efficiency, reducing manufacturing costs, optimizi...",Data Integration Challenges,Nature,institutional
Matching disparate dimensions for analytical integration of heterogeneous data sources,"Anna  Korobko, ICM SB RAS, Krasnoyarsk, Russia, Aleksei  Korobko, ICM SB RAS, Krasnoyarsk, Russia",2019,ACM Digital Library,https://dl.acm.org/doi/10.1145/3297662.3365809,"![logo](data:,) ## This website uses cookies We occasionally run membership recruitment campaigns on social media channels and use cookies to track post-clicks. We also share information about your us...",Data Integration Challenges,ACM Digital Library,institutional
Aggregation and exploration of heterogeneous data collected from diverse information sources,"Teruhiko  Teraoka, Yahoo Japan Corporation Tokyo, Japan, tteraoka@yahoo-corp.jp",1451,ACM Digital Library,https://dl.acm.org/doi/10.1145/2030066.2030076,This paper describes aggregation and exploration of heterogeneous data collected from various information sources. We studied the organization of such data from a user's point of view. Interactive vis...,Data Integration Challenges,ACM Digital Library,institutional
Managing Polyglot Systems Metadata with Hypergraphs,"Moditha  Hewasinghage, Universitat Politècnica de Catalunya, BarcelonaTech, Barcelona, Spain, modith",2021,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0169023X21000239,[Skip to main content](https://www.sciencedirect.com/science/article/pii/S0169023X21000239#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/pii/S0169023X2100...,Data Integration Challenges,ScienceDirect,institutional
A human digital twin for the M-Machine,Saariluoma; Pertti; Myllylä; Mari; Karvonen; Antero; Luimula; Mika; Aho; Jami,2024,Springer,https://link.springer.com/article/10.1007/s44163-024-00164-x?utm_source=twitter&utm_medium=organic_social&utm_content=null&utm_campaign=CONR_JRNLS_AWA1_GL_PCOM_SMEDA_DISC,"Introduction Society 5.0 and its industrial component, Industry 5.0 programs, are changing thinking regarding technology design [ 1, 2, 3]. In the future, the focus of design will likely be as much on...",Design Patterns,Springer,institutional
"Knowledge Net: Model and System for Accumulation, Representation, and Use of Knowledge","Olga  Tushkanova, St. Petersburg Institute for Informatics and Automation of RAS, 14 th Line V.O., 3",2019,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2405896319313291,[Skip to main content](https://www.sciencedirect.com/science/article/pii/S2405896319313291#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/pii/S240589631931...,Design Patterns,ScienceDirect,institutional
Universal Digital Twin - A Dynamic Knowledge Graph,"Amit Bhave Affiliation: CMCL Innovations, Cambridge CB3 0AX, United Kingdom",2021,Other,https://www.cambridge.org/core/journals/data-centric-engineering/article/universal-digital-twin-a-dynamic-knowledge-graph/FD25CDFF886CD2ED33D1FDFC13F6BEAB,![](https://www.cambridge.org/core/cambridge-core/public/images/logo_core.png) [![Cambridge Core Home](https://www.cambridge.org/core/cambridge-core/public/images/logo_core.svg)Home](https://www.cambr...,Design Patterns,Cambridge,institutional
Designing decentralized knowledge management systems to effectuate individual and collective generative capacities,Ulrich Schmitt can be contacted at: schmitt@knowcations.org,2019,Other,https://www.emerald.com/insight/content/doi/10.1108/K-03-2019-0215/full/html,"## Abstract ### Purpose In addressing the future trajectory of knowledge management systems, this paper uses the psycho-social notion of generativity which recently stimulated contributions in technol...",Design Patterns,Emerald,institutional
Using a Personal Health Library–Enabled mHealth Recommender System for Self-Management of Diabetes Among Underserved Populations: Use Case for Knowledge Graphs and Linked Data,"Nariman Ammar,James E. Bailey,Robert L. Davis,Arash Shaban-Nejad",2021,JMIR,https://formative.jmir.org/2021/3/e24738/PDF,Nariman Ammar Department of Pediatrics College of Medicine Oak Ridge National Laboratory Center for Biomedical Informatics The University of Tennessee Health Science Center MemphisTNUnited States PhD;...,Design Patterns,JMIR Formative,institutional
Quality-Focused Design Patterns for Digital Twin Systems - SSRN,See all articles by Carlo Human,2024,Other,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4798807,"35 Pages Posted: 18 Apr 2024 Abstract Complex physical systems have diverse details such as stakeholder needs, data integration, and software quality requirements. A system of digital twins, comprisin...",Design Patterns,SSRN,institutional
Preliminary Systemic Model of (Human) Digital Twin,"Keywords: Digital Twin, Human Model, Industry4.0",2023,ACM Digital Library,https://dl.acm.org/doi/fullHtml/10.1145/3594806.3596596,| | | --- | | [![ACM Logo](https://dl.acm.org/pubs/lib/images/acm_logo.jpg)](http://www.acm.org) [![ACM Logo](https://dl.acm.org/pubs/lib/images/acm_logo_mobile.jpg)](http://www.acm.org) | | ☰ Article...,Design Patterns,ACM Digital Library,institutional
Scalability of generative knowledge management systems: designing for individuals' and institutions' mutual benefit,Ulrich Schmitt,2020,Other,https://www.emerald.com/insight/content/doi/10.1108/K-05-2020-0324/full/pdf?title=scalability-of-generative-knowledge-management-systems-designing-for-individuals-and-institutions-mutual-benefit,Ulrich Schmitt Business School University of Stellenbosch Western CapeBellvilleSouth Africa Scalability of generative knowledge management systems: designing for individuals' and institutions' mutual ...,Design Patterns,Emerald,institutional
Patterns for Representing Knowledge Graphs to Communicate Situational Knowledge of Service Robots,"Shengchen  Zhang, shengchenzhang1207@gmail.com, Zixuan  Wang, zixuanwang@tongji.edu.cn, Chaoran  Che",2021,ACM Digital Library,https://dl.acm.org/doi/10.1145/3411764.3445767,"![logo](data:,) ## This website uses cookies We occasionally run membership recruitment campaigns on social media channels and use cookies to track post-clicks. We also share information about your us...",Design Patterns,ACM Digital Library,institutional
The resurrection of digital triplet: A cognitive pillar of human-machine integration at the dawn of industry 5.0,"S. Abburu, A.J. Berre, M. Jacoby, D. Roman",2023,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1319157823004007,[Skip to main content](https://www.sciencedirect.com/science/article/pii/S1319157823004007#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/pii/S131915782300...,Design Patterns,ScienceDirect,institutional
A Classification for Managing Software Engineering Knowledge,"Angelika  Kaplan, angelika.kaplan@kit.edu, Maximilian  Walter, maximilian.walter@kit.edu, Robert  He",2021,ACM Digital Library,https://dl.acm.org/doi/10.1145/3463274.3463357,"This taxonomy paper presents a novel way of knowledge engineering in the software engineering research community. Till now, research papers are organized digitally as documents, mostly in PDF files. N...",Architecture Gaps,ACM Digital Library,institutional
Future Research Directions of Software Engineering and Knowledge Engineering,"Haiping  Xu, University of Massachusetts Dartmouth North Dartmouth, 02747, MA, USA, hxu@umassd.edu",2015,World Scientific,https://www.worldscientific.com/doi/abs/10.1142/S0218194015500035,"Software Engineering (SE) and Knowledge Engineering (KE) are closely related disciplines with goals of turning the development process of software systems and knowledge-based systems, respectively, in...",Architecture Gaps,World Scientific,institutional
Beyond Information Silos - an Omnipresent Approach to Software Evolution,"Juergen  Rilling, rilling@cse.concordia.ca, Ren É Witte, rwitte@cse.concordia.ca, Philipp  Schuegerl",1451,World Scientific,https://www.worldscientific.com/doi/abs/10.1142/S1793351X08000567,"Nowadays, software development and maintenance are highly distributed processes that involve a multitude of supporting tools and resources. Knowledge relevant for a particular software maintenance tas...",Architecture Gaps,World Scientific,institutional
A systematic literature review of knowledge graph construction and ...,,2024,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2405844024014142,"View PDF Under a Creative Commons license Open access Abstract In the dynamic landscape of modern education, the search for improved pedagogical methods, enriched learning experiences, and empowered e...",Architecture Gaps,ScienceDirect,institutional
Knowledge Graphs: Opportunities and Challenges,"Osborne, Francesco",2023,Springer,https://link.springer.com/article/10.1007/s10462-023-10465-9?error=cookies_not_supported&code=89784e2e-9e50-48f1-8339-541f71f77290,## 1 Introduction Knowledge plays a vital role in human existence and development. Learning and representing human knowledge are crucial tasks in artificial intelligence (AI) research. While humans ar...,Architecture Gaps,Springer,institutional
Knowledge graph construction and application in geosciences,,2022,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0098300422000450,View PDF View Open Manuscript Under a Creative Commons license Open access Highlights • Background and fundamental concepts of knowledge graphs (KGs) are introduced. • Workflows and best practices of ...,Architecture Gaps,ScienceDirect,institutional
A framework for creating knowledge graphs of scientific software metadata,"Aidan Kelley,Daniel Garijo",2021,Other,https://direct.mit.edu/qss/article-pdf/2/4/1423/1986122/qss_a_00167.pdf,Aidan Kelley Washington University in St. Louis St. LouisUSA Daniel Garijo Information Sciences Institute University of Southern California Los AngelesUSA A framework for creating knowledge graphs of ...,Architecture Gaps,MIT Press,institutional
"Making knowledge graphs work for smart manufacturing: Research topics, applications and prospects",,2024,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0278612524001572,- View **PDF** Under a Creative Commons [license](http://creativecommons.org/licenses/by/4.0/) Open access ## Highlights - • Knowledge graph (KG) and KG techniques tackling smart manufacturing (SM) ch...,Architecture Gaps,ScienceDirect,institutional
